Jurisdiction,Inspected,ObsWeather,FacilityID,AvgDischarge,ObsRecordDate,FlowContribution,FlowCondition,PersistentFlow,FlowConnectivity,IDIC,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,SampleWet,OCFSLocation,MaintenanceIssue,PointY,PointX
Dana Point,Verified,1,L01-726-7,0,2024-06-10,Small Fraction (<10%),NA,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,NA,NA,NA,NA,NA,NA,None,33.47686102,-117.67844198
San Juan Capistrano,Verified,1,L02-541-6,0.002973,2024-07-25,Small Fraction (<10%),Flowing,Unknown,Direct Connection,None,Priority,34,529,0.0065,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49977597,-117.66609283
San Juan Capistrano,Verified,1,L02-541-6,0.002973,2024-06-03,Small Fraction (<10%),Other - See Comments,Unknown,Direct Connection,None,Priority,34,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Trickle flow was a yellow color. Outfall observed to have trickle flow. Unable to perform leaf float test since lid is covering the outfall.,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.49977597,-117.66609283
Laguna Niguel,Verified,1,J03-9216-5,NA,2024-07-15,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,NA,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.52816788,-117.70975807
Laguna Niguel,Verified,1,J03-9216-5,NA,2024-05-15,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,Trash,NA,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Sediment,33.52816788,-117.70975807
Laguna Niguel,Verified,1,J03-9216-5,NA,2024-07-17,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,NA,NA,1802,NA,NA,NA,Not present,Not present,"area connected to outfall is ponded, connects to RW through small stream",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.52816788,-117.70975807
Laguna Beach,Verified,1,I00-11453-1,0.013894,2024-07-02,Small Fraction (<10%),Flowing,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,6230,0.013866,NA,Below Average Discharge,Not present,Clear,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.53709197,-117.7805033
Laguna Beach,Verified,1,I00-11453-1,0.013894,2024-08-12,NA,Pooled or Ponded,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.53709197,-117.7805033
San Clemente,Verified,1,M02-028-2 (M02P08),0.040333,2024-05-22,NA,Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Overgrown. Ponded. Access from service road.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.46680484,-117.58173141
San Clemente,Verified,1,M02-028-2 (M02P08),0.040333,2024-08-07,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Bright green,a portion of the surrounding fence is broken,Sparse (<10 Items),NA,NA,NA,NA,None,33.46680484,-117.58173141
Rancho Santa Margarita,Verified,1,L02-166-1 (L02PXX),0.041916,2024-06-20,NA,Flowing,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,"Brown ""tea"" tint",Site observed to be flowing but unable to take flow measurements due to high ponded level at dissipated structure.,NA,NA,NA,NA,NA,NA,33.63646746,-117.61960145
Rancho Santa Margarita,Verified,1,L02-166-1 (L02PXX),0.041916,2024-08-22,NA,Other - See Comments,Unknown,Undetermined,NA,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,cannot. Access from dirt path,NA,NA,NA,NA,NA,Overgrown,33.63646746,-117.61960145
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,2024-07-30,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,77,NA,0.069474,0.029,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.50859606,-117.70736862
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,2024-09-11,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,77,2516,0.16,0.088,Below Average Discharge,"Brown ""tea"" tint","Brown ""tea"" tint",NA,Moderate (11-50 Items),In flow path of outfall,Yes,NA,1,Graffiti,33.50859606,-117.70736862
Laguna Niguel,Verified,1,K01-12177-1 (K01P07),0.235946,2024-05-22,NA,Flowing,Yes,Undetermined,NA,Priority,77,2719,0.1485,0.141,Below Average Discharge,Not present,Not present,Vol estimate 4L in 1 sec,Abundant (>50 Items),In flow path of outfall,Yes,NA,1,NA,33.50859606,-117.70736862
Orange Co,Verified,1,L01-471-1,0.008117,2024-09-16,NA,Flowing,Yes,Undetermined,NA,NA,NA,1758,0.021775,0.003,20% Or More Above Average Discharge,Not present,Green tint,Volumetric: 0.003 cfs 1.75 L in 20 sec; l: .06 c: 0.09; r: 0.05,Abundant (>50 Items),In flow path of outfall,NA,NA,NA,NA,33.52556749,-117.59729435
Orange Co,Verified,1,L01-471-1,0.008117,2024-06-06,NA,Flowing,Yes,NA,Other - see comments,NA,NA,2048,0.01103,NA,20% Or More Above Average Discharge,Not present,Not present,"Multiple IDIC. Surfactants, potentially oil, a bucket of dry concrete and a paint tin present. Excessive algae growth in matted beds. Outfall was reached by taking the 74 past “cow camp” DA1 key was needed to access service road.",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52556749,-117.59729435
Orange Co,Verified,1,L02-401-1,0,2024-09-10,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Outfall is submerged under water. Vegetation in front of outfall as well.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.56202516,-117.65234313
Orange Co,Verified,1,L02-401-1,0,2024-07-08,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Direct Connection,None,Not A Priority,NA,NA,NA,NA,Equal,Not present,Green tint,"Fish - possibly blue gill, sunfish, trout",Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.56202516,-117.65234313
Mission Viejo,Verified,1,L03-141-1,0.069135,2024-07-09,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,66,1830,0.0675,NA,Below Average Discharge,Not present,Not present,Sand in outfall,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,NA,33.65655234,-117.63438013
Mission Viejo,Verified,1,L03-141-1,0.069135,2024-08-22,Major Fraction (>50%),Flowing,Yes,Direct Connection,None,Priority,66,1822,0.039669,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.65655234,-117.63438013
Dana Point,Verified,1,DP01-12020-1,0,2024-07-10,Small Fraction (<10%),Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,NA,NA,NA,NA,NA,Equal,Not present,Not present,grate is falling off and rusted,Sparse (<10 Items),NA,NA,NA,NA,Damaged,33.46919063,-117.71788335
Orange Co,Verified,1,L01-458-1,5.4e-4,2024-06-06,NA,Pooled or Ponded,Unknown,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Green tint,Thick algae beds in dissipator pond.,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.52498066,-117.61510492
Orange Co,Verified,1,L01-458-1,5.4e-4,2024-07-15,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,1700,NA,NA,Below Average Discharge,Not present,Surface scum,NA,Abundant (>50 Items),Within area surrounding outfall,NA,NA,NA,None,33.52498066,-117.61510492
Lake Forest,Verified,1,J01-9377-2 (J01TBN8),4.2e-5,2024-05-15,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.6600133,-117.65339899
Lake Forest,Verified,1,J01-9377-2 (J01TBN8),4.2e-5,2024-09-04,NA,NA,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Too little flow for floating leaf/conductivity,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.6600133,-117.65339899
Dana Point,Verified,1,SC11-035-2d,0,2024-06-27,NA,Dry,Unknown,None - Flow Infiltrates or Outfall is Dry,NA,NA,NA,NA,NA,NA,Equal,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.45862582,-117.67398297
Dana Point,Verified,1,SC11-035-2d,0,2024-08-26,NA,Dry,Unknown,NA,NA,NA,NA,NA,NA,NA,Equal,Not present,Not present,Outfall completely buried,Sparse (<10 Items),NA,NA,NA,NA,NA,33.45862582,-117.67398297
Mission Viejo,Verified,1,J01-10012-3,0,2024-07-10,NA,Dry,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Cannot find outfall to creek,Not Present (0 Items),NA,NA,NA,NA,NA,33.66921308,-117.62695033
San Clemente,Verified,1,M01-038-3,0.016243,2024-08-19,Small Fraction (<10%),Flowing,Unknown,Direct Connection,NA,NA,NA,2150,0.06,0.004,20% Or More Above Average Discharge,Not present,Not present,Volumetric: 0.004 cfs; sprinklers on.   Volumetric is .5 in 5 sec,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,NA,33.46498412,-117.6392495
San Clemente,Verified,1,M01-038-3,0.016243,2024-05-22,NA,Other - See Comments,Unknown,NA,NA,NA,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,Inaccessible due to 2 chain link fences. Gate locked. Access through outfall pipe also blocked off by fence.,NA,NA,NA,NA,NA,NA,33.46498412,-117.6392495
San Juan Capistrano,Verified,1,L05-503-1,0.096261,2024-08-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,53,2350,0.132,NA,20% Or More Above Average Discharge,Yellow tint,Not present,"L: .22. C: .26 r:  .18; 24, 18,36",Sparse (<10 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.51066817,-117.65729696
San Juan Capistrano,Verified,1,L05-503-1,0.096261,2024-06-25,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,53,3088,0.162,NA,20% Or More Above Average Discharge,Not present,Not present,Spiders fish plastic bottles in creek,Moderate (11-50 Items),Within area surrounding outfall,Yes,NA,NA,NA,33.51066817,-117.65729696
Laguna Beach,Verified,1,I00-11437-1,0.149571,2024-08-08,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,48,10154,0.252,0.061,20% Or More Above Average Discharge,"Brown ""tea"" tint",Not present,Tadpoles,Not Present (0 Items),NA,Yes,NA,NA,NA,33.53349088,-117.77024264
Laguna Beach,Verified,1,I00-11437-1,0.149571,2024-06-18,Major Fraction (>50%),Flowing,Yes,Direct Connection,NA,Priority,48,9394,0.165,NA,20% Or More Above Average Discharge,Clear,Not present,GW seepage from seams,Not Present (0 Items),NA,Yes,NA,NA,NA,33.53349088,-117.77024264
Lake Forest,Verified,1,J01-9349-1,NA,2024-04-01,Small Fraction (<10%),Dry,Unknown,Direct Connection,None,Not A Priority,NA,NA,NA,0,NA,"Brown ""tea"" tint",Not present,Scour pond causing ponding at outfall. Wet pipe under sensor but no flow.,Sparse (<10 Items),Within area surrounding outfall,No,NA,NA,Other - See Comments,33.64411766,-117.66580424
Lake Forest,Verified,1,J01-9349-1,NA,2024-09-04,Small Fraction (<10%),Pooled or Ponded,Unknown,Direct Connection,Trash,Not A Priority,NA,1231,NA,NA,NA,Not present,Not present,"Possible ponded due to clog, smelled",Sparse (<10 Items),Within area surrounding outfall,No,NA,NA,Clogged,33.64411766,-117.66580424
Lake Forest,Verified,1,J01-9349-1,NA,2024-03-04,Small Fraction (<10%),Dry,Unknown,Direct Connection,NA,Not A Priority,NA,NA,NA,0,NA,Clear,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,No,NA,NA,None,33.64411766,-117.66580424
Laguna Niguel,Verified,1,J03-9234-5,0.012591,2024-08-14,NA,Pooled or Ponded,Yes,NA,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.51975532,-117.70700765
Laguna Niguel,Verified,1,J03-9234-5,0.012591,2024-05-17,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,FOG,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.51975532,-117.70700765
San Clemente,Verified,1,M01-050-4,0.058505,2024-09-05,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,62,9450,0.027,0.028,Below Average Discharge,Not present,Not present,Dried pine needles in flow path,Sparse (<10 Items),In flow path of outfall,NA,NA,1,NA,33.4458035,-117.64413827
San Clemente,Verified,1,M01-050-4,0.058505,2024-08-19,NA,Flowing,Yes,Direct Connection,NA,Priority,62,9090,0.0175,0.03,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,1,NA,33.4458035,-117.64413827
Laguna Niguel,Verified,1,L03-455-7,0.052413,2024-06-11,Small Fraction (<10%),Flowing,Yes,Direct Connection,NA,Priority,56,6117,NA,0.006,Below Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.54508563,-117.67465438
Laguna Niguel,Verified,1,L03-455-7,0.052413,2024-07-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,56,5500,0.044211,0.004,Below Average Discharge,Not present,Not present,lots of trash; had a hard time getting a connectivity reading,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.54508563,-117.67465438
Laguna Niguel,Verified,1,J03-9215-3,0.051159,2024-03-08,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,51,5650,0.06972,0.048,20% Or More Above Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,None,33.53409748,-117.70156273
Laguna Niguel,Verified,1,J03-9215-3,0.051159,2024-07-17,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,None,Priority,51,4580,0.073043,0.013,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,Graffiti,33.53409748,-117.70156273
Laguna Niguel,Verified,1,J03-9215-3,0.051159,2024-04-02,Minor Fraction (10 - 50%),Flowing,Yes,Direct Connection,Other - see comments,Priority,51,5850,NA,0.135,20% Or More Above Average Discharge,Not present,Not present,Elevated conductivity,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.53409748,-117.70156273
Laguna Niguel,Verified,1,J03-9215-3,0.051159,2024-05-15,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,51,4846,0.08,0.008,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.53409748,-117.70156273
San Juan Capistrano,Verified,1,L01-747-2,0.025477,2024-06-10,Small Fraction (<10%),Flowing,Unknown,Direct Connection,Surfactants,Not A Priority,NA,3742,0.005114,NA,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.51060752,-117.63299972
San Juan Capistrano,Verified,1,L01-747-2,0.025477,2024-07-22,NA,Other - See Comments,Unknown,NA,NA,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,could not  find a way to safely access from trail,NA,NA,NA,NA,NA,NA,33.51060752,-117.63299972
Orange Co,Verified,1,LC01-11480-1,NA,2024-09-03,Small Fraction (<10%),Pooled or Ponded,Yes,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56102607,-117.82144174
Orange Co,Verified,1,LC01-11480-1,NA,2024-07-10,Major Fraction (>50%),Pooled or Ponded,Yes,Direct Connection,Oil sheen,Not A Priority,NA,6850,NA,NA,NA,Not present,Not present,"grate fallen off, slight sheen to water",Moderate (11-50 Items),NA,NA,NA,NA,Damaged,33.56102607,-117.82144174
Mission Viejo,Verified,1,L03-316-1,0.034398,2024-07-10,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,59,3060,0.035,0.002,Below Average Discharge,Not present,Not present,NA,Not Present (0 Items),NA,NA,NA,NA,Graffiti,33.59093014,-117.659656
Mission Viejo,Verified,1,L03-316-1,0.034398,2024-08-22,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,59,1945,0.006731,0.002,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.59093014,-117.659656
Mission Viejo,Verified,1,J07-9110-3,0.010077,2024-08-20,Small Fraction (<10%),Pooled or Ponded,Yes,Direct Connection,None,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,Looks to have been flowing recently but is now ponded,Not Present (0 Items),NA,NA,NA,NA,None,33.63961545,-117.65926386
Mission Viejo,Verified,1,J07-9110-3,0.010077,2024-07-01,NA,Pooled or Ponded,Yes,NA,NA,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,NA,NA,NA,NA,NA,NA,NA,33.63961545,-117.65926386
Mission Viejo,Verified,1,J07-9110-3,0.010077,2024-03-04,Small Fraction (<10%),Flowing,Yes,Direct Connection,None,Priority,43,NA,0.01,0.002,Below Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.63961545,-117.65926386
Orange Co,Verified,1,L01-733-2,0.113928,2024-06-12,Small Fraction (<10%),Flowing,Yes,Unsafe to Access,None,Priority,55,NA,NA,NA,Below Average Discharge,Not present,Not present,Site observed to be flowing but unable to reach outfall due to overgrown vegetation.,Not Present (0 Items),NA,NA,NA,NA,Overgrown,33.62048468,-117.58269489
Orange Co,Verified,1,L01-733-2,0.113928,2024-08-28,NA,Pooled or Ponded,Yes,Partial - Significant Distance,NA,Priority,55,NA,NA,NA,Below Average Discharge,"Brown ""tea"" tint",Not present,Observed from fence near rose garden,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.62048468,-117.58269489
Laguna Niguel,Verified,1,L03-418-2,0.007569,2024-07-15,NA,Pooled or Ponded,Unknown,None - Flow Infiltrates or Outfall is Dry,None,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,None,33.55408859,-117.67597904
Laguna Niguel,Verified,1,L03-418-2,0.007569,2024-05-15,Small Fraction (<10%),Flowing,Unknown,Direct Connection,Surfactants,Not A Priority,NA,3782,0.012211,NA,20% Or More Above Average Discharge,Not present,Not present,NA,Moderate (11-50 Items),In flow path of outfall,NA,NA,NA,None,33.55408859,-117.67597904
Orange Co,Verified,1,L01-242-1 (L07P16),NA,2024-08-05,Small Fraction (<10%),Pooled or Ponded,Yes,Partial - Significant Distance,None,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.614663,-117.5825511
Orange Co,Verified,1,L01-242-1 (L07P16),NA,2024-08-28,Minor Fraction (10 - 50%),Pooled or Ponded,Yes,Partial - Significant Distance,NA,Not A Priority,NA,NA,NA,NA,NA,Green tint,Not present,NA,Moderate (11-50 Items),Within area surrounding outfall,NA,NA,NA,NA,33.614663,-117.5825511
Orange Co,Verified,1,L01-242-1 (L07P16),NA,2024-06-12,NA,Pooled or Ponded,Yes,Unsafe to Access,NA,Not A Priority,NA,NA,NA,NA,NA,Not present,Not present,NA,Sparse (<10 Items),Within area surrounding outfall,NA,NA,NA,Graffiti,33.614663,-117.5825511
Orange Co,Verified,1,L01-372-1,0.007224,2024-06-06,NA,Pooled or Ponded,Yes,Undetermined,None,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,"Tadpoles in water. To access, use smaller v ditch on floor level to left of culdesac that goes behind houses. Don’t go up larger more vertical v ditch.",Sparse (<10 Items),In flow path of outfall,NA,NA,NA,None,33.56873401,-117.58536695
